"Year";"ISCED level";"Age";"Total Total";"Total Males";"Total Females";"Reykjavík Total";"Reykjavík Males";"Reykjavík Females";"Capital region excluding Reykjavík Total";"Capital region excluding Reykjavík Males";"Capital region excluding Reykjavík Females";"Southwest Total";"Southwest Males";"Southwest Females";"West Total";"West Males";"West Females";"Westfjords Total";"Westfjords Males";"Westfjords Females";"Northwest Total";"Northwest Males";"Northwest Females";"Northeast Total";"Northeast Males";"Northeast Females";"East Total";"East Males";"East Females";"South Total";"South Males";"South Females";"Abroad Total";"Abroad Males";"Abroad Females"
"2023";"Second stage of tertiary education";"18 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"19 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"20 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"21 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"22 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"23 years";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"24 years";3;1;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"25 years";19;9;10;15;7;8;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"26 years";36;18;18;31;17;14;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0
"2023";"Second stage of tertiary education";"27 years";22;12;10;20;10;10;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"2023";"Second stage of tertiary education";"28 years";46;20;26;33;16;17;7;1;6;1;0;1;1;0;1;0;0;0;0;0;0;2;1;1;0;0;0;1;1;0;1;1;0
"2023";"Second stage of tertiary education";"29 years";39;12;27;29;9;20;4;2;2;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;0;3;1;2
"2023";"Second stage of tertiary education";"30 years";53;21;32;40;18;22;7;2;5;2;0;2;1;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2023";"Second stage of tertiary education";"31 years";34;20;14;18;14;4;7;2;5;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;5;2;3
"2023";"Second stage of tertiary education";"32 years";34;8;26;21;6;15;5;1;4;0;0;0;0;0;0;1;0;1;0;0;0;2;0;2;0;0;0;1;0;1;4;1;3
"2023";"Second stage of tertiary education";"33 years";38;17;21;28;12;16;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;3;3;0
"2023";"Second stage of tertiary education";"34 years";30;12;18;19;8;11;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;0;2;2;0
"2023";"Second stage of tertiary education";"35 years";19;9;10;7;5;2;5;3;2;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;4;1;3
"2023";"Second stage of tertiary education";"36 years";33;9;24;25;8;17;5;1;4;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
"2023";"Second stage of tertiary education";"37 years";17;5;12;11;4;7;4;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"38 years";28;11;17;16;6;10;4;0;4;2;1;1;1;1;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;3;3;0
"2023";"Second stage of tertiary education";"39 years";23;13;10;9;6;3;2;2;0;1;0;1;1;1;0;0;0;0;0;0;0;2;0;2;0;0;0;3;2;1;5;2;3
"2023";"Second stage of tertiary education";"40 years";22;8;14;16;7;9;3;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1
"2023";"Second stage of tertiary education";"41 years";15;6;9;8;5;3;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2
"2023";"Second stage of tertiary education";"42 years";13;8;5;5;3;2;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;1
"2023";"Second stage of tertiary education";"43 years";15;5;10;11;3;8;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2023";"Second stage of tertiary education";"44 years";8;4;4;2;2;0;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2023";"Second stage of tertiary education";"45 years";18;9;9;9;6;3;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"46 years";7;4;3;3;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0
"2023";"Second stage of tertiary education";"47 years";13;8;5;6;3;3;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0
"2023";"Second stage of tertiary education";"48 years";10;1;9;6;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"49 years";6;2;4;3;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"50 years";8;0;8;5;0;5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"51 years";10;6;4;5;3;2;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;1
"2023";"Second stage of tertiary education";"52 years";15;5;10;6;3;3;6;1;5;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"53 years";10;5;5;1;0;1;3;2;1;0;0;0;2;1;1;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"54 years";5;0;5;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"55 years";4;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0
"2023";"Second stage of tertiary education";"56 years";8;1;7;5;1;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"57 years";7;2;5;4;1;3;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"58 years";6;3;3;1;0;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"59 years";6;3;3;4;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"60 years";4;1;3;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"61 years";3;0;3;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"62 years";6;3;3;3;1;2;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"63 years";2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"2023";"Second stage of tertiary education";"64 years";5;2;3;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2023";"Second stage of tertiary education";"65 years";3;0;3;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"66 years";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"67 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"68 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"69 years";5;1;4;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"70 years";3;0;3;1;0;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"71 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"72 years";2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"73 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"74 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"75 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"76 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"77 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"78 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"79 years";1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"80 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"81 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"82 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"83 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"84 years";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"85 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"86 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"87 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"88 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Second stage of tertiary education";"89 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"Total";671;275;396;423;188;235;127;45;82;9;3;6;12;4;8;2;0;2;5;1;4;26;4;22;3;0;3;12;8;4;52;22;30
"2024";"Second stage of tertiary education";"13 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"14 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"15 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"16 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"17 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"18 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"19 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"20 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"21 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"22 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"23 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"24 years";6;4;2;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"25 years";16;8;8;16;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"26 years";29;14;15;24;11;13;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;2;2;0
"2024";"Second stage of tertiary education";"27 years";35;20;15;26;16;10;6;2;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;1;0
"2024";"Second stage of tertiary education";"28 years";30;16;14;27;14;13;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"2024";"Second stage of tertiary education";"29 years";43;19;24;27;14;13;9;2;7;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;5;2;3
"2024";"Second stage of tertiary education";"30 years";38;14;24;28;9;19;4;4;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;3;1;2
"2024";"Second stage of tertiary education";"31 years";46;15;31;31;11;20;7;3;4;2;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4
"2024";"Second stage of tertiary education";"32 years";33;17;16;17;10;7;8;2;6;0;0;0;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;1;1;0;3;2;1
"2024";"Second stage of tertiary education";"33 years";28;9;19;18;8;10;7;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;2
"2024";"Second stage of tertiary education";"34 years";24;13;11;15;9;6;7;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
"2024";"Second stage of tertiary education";"35 years";28;11;17;16;6;10;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;3;1;2
"2024";"Second stage of tertiary education";"36 years";22;8;14;8;5;3;7;3;4;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;5;0;5
"2024";"Second stage of tertiary education";"37 years";27;5;22;18;5;13;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;0;3
"2024";"Second stage of tertiary education";"38 years";19;7;12;12;4;8;3;0;3;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;2;2;0
"2024";"Second stage of tertiary education";"39 years";27;11;16;19;8;11;2;0;2;2;1;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;2;2;0
"2024";"Second stage of tertiary education";"40 years";19;11;8;8;5;3;3;3;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;2;0;0;0;2;1;1;3;1;2
"2024";"Second stage of tertiary education";"41 years";13;5;8;9;5;4;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"2024";"Second stage of tertiary education";"42 years";12;6;6;7;5;2;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"43 years";13;7;6;7;4;3;3;2;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1
"2024";"Second stage of tertiary education";"44 years";15;3;12;10;2;8;2;0;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;1;1
"2024";"Second stage of tertiary education";"45 years";10;4;6;4;2;2;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"2024";"Second stage of tertiary education";"46 years";14;8;6;7;6;1;6;2;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"47 years";6;3;3;3;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
"2024";"Second stage of tertiary education";"48 years";14;8;6;8;4;4;3;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
"2024";"Second stage of tertiary education";"49 years";9;1;8;4;0;4;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0
"2024";"Second stage of tertiary education";"50 years";6;2;4;3;2;1;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"51 years";8;1;7;4;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1
"2024";"Second stage of tertiary education";"52 years";12;5;7;6;3;3;2;1;1;0;0;0;2;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1
"2024";"Second stage of tertiary education";"53 years";11;4;7;6;2;4;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
"2024";"Second stage of tertiary education";"54 years";9;5;4;1;0;1;2;2;0;0;0;0;2;1;1;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;1;1;0
"2024";"Second stage of tertiary education";"55 years";4;0;4;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"56 years";5;0;5;2;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0
"2024";"Second stage of tertiary education";"57 years";6;1;5;4;1;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"58 years";6;2;4;3;1;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"59 years";6;4;2;2;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0
"2024";"Second stage of tertiary education";"60 years";2;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"61 years";2;0;2;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"62 years";2;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"63 years";4;1;3;2;0;2;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"64 years";2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"2024";"Second stage of tertiary education";"65 years";2;0;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"66 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"67 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"68 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"69 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"70 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"71 years";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"72 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"73 years";2;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"74 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"75 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"76 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"77 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"78 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"79 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"80 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"81 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"82 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"83 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"84 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"85 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"86 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"87 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"88 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2024";"Second stage of tertiary education";"89 years";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
